label (S),n (N),content (M),number (N)
a,1,"{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""264"" },          { ""N"" : ""256"" },          { ""N"" : ""624"" },          { ""N"" : ""592"" },          { ""N"" : ""528"" },          { ""N"" : ""264"" },          { ""N"" : ""288"" },          { ""N"" : ""576"" },          { ""N"" : ""376"" },          { ""N"" : ""376"" },          { ""N"" : ""120"" },          { ""N"" : ""776"" },          { ""N"" : ""800"" },          { ""N"" : ""608"" },          { ""N"" : ""528"" },          { ""N"" : ""784"" },          { ""N"" : ""304"" },          { ""N"" : ""776"" },          { ""N"" : ""272"" },          { ""N"" : ""384"" },          { ""N"" : ""56"" },          { ""N"" : ""304"" },          { ""N"" : ""88"" },          { ""N"" : ""624"" },          { ""N"" : ""888"" },          { ""N"" : ""1096"" },          { ""N"" : ""840"" },          { ""N"" : ""600"" },          { ""N"" : ""616"" },          { ""N"" : ""344"" },          { ""N"" : ""288"" },          { ""N"" : ""264"" },          { ""N"" : ""344"" },          { ""N"" : ""8"" },          { ""N"" : ""24"" },          { ""N"" : ""296"" },          { ""N"" : ""368"" },          { ""N"" : ""304"" },          { ""N"" : ""112"" },          { ""N"" : ""328"" },          { ""N"" : ""376"" },          { ""N"" : ""616"" },          { ""N"" : ""296"" },          { ""N"" : ""56"" },          { ""N"" : ""8"" },          { ""N"" : ""88"" },          { ""N"" : ""56"" },          { ""N"" : ""288"" },          { ""N"" : ""304"" },          { ""N"" : ""576"" },          { ""N"" : ""40"" },          { ""N"" : ""24"" },          { ""N"" : ""24"" },          { ""N"" : ""16"" },          { ""N"" : ""16"" },          { ""N"" : ""16"" },          { ""N"" : ""32"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""296"" },          { ""N"" : ""0"" },          { ""N"" : ""64"" },          { ""N"" : ""312"" },          { ""N"" : ""320"" },          { ""N"" : ""376"" },          { ""N"" : ""312"" },          { ""N"" : ""352"" },          { ""N"" : ""104"" },          { ""N"" : ""272"" },          { ""N"" : ""560"" },          { ""N"" : ""288"" },          { ""N"" : ""848"" },          { ""N"" : ""368"" },          { ""N"" : ""352"" },          { ""N"" : ""272"" },          { ""N"" : ""72"" },          { ""N"" : ""800"" },          { ""N"" : ""80"" },          { ""N"" : ""384"" },          { ""N"" : ""344"" },          { ""N"" : ""352"" },          { ""N"" : ""40"" },          { ""N"" : ""880"" },          { ""N"" : ""328"" },          { ""N"" : ""328"" },          { ""N"" : ""576"" },          { ""N"" : ""88"" },          { ""N"" : ""776"" },          { ""N"" : ""840"" },          { ""N"" : ""792"" },          { ""N"" : ""280"" },          { ""N"" : ""536"" },          { ""N"" : ""272"" },          { ""N"" : ""56"" },          { ""N"" : ""512"" },          { ""N"" : ""576"" },          { ""N"" : ""1040"" },          { ""N"" : ""568"" },          { ""N"" : ""816"" },          { ""N"" : ""1064"" },          { ""N"" : ""1096"" },          { ""N"" : ""584"" },          { ""N"" : ""280"" },          { ""N"" : ""8"" },          { ""N"" : ""336"" },          { ""N"" : ""1056"" },          { ""N"" : ""624"" },          { ""N"" : ""2136"" },          { ""N"" : ""624"" },          { ""N"" : ""16"" },          { ""N"" : ""16"" },          { ""N"" : ""8"" },          { ""N"" : ""8"" },          { ""N"" : ""280"" },          { ""N"" : ""264"" },          { ""N"" : ""16"" }        ]      },      ""z"" : { ""L"" : [          { ""N"" : ""1920"" },          { ""N"" : ""1896"" },          { ""N"" : ""1824"" },          { ""N"" : ""1824"" },          { ""N"" : ""1832"" },          { ""N"" : ""1880"" },          { ""N"" : ""1824"" },          { ""N"" : ""1872"" },          { ""N"" : ""1912"" },          { ""N"" : ""1816"" },          { ""N"" : ""1792"" },          { ""N"" : ""2072"" },          { ""N"" : ""1872"" },          { ""N"" : ""1912"" },          { ""N"" : ""1904"" },          { ""N"" : ""1824"" },          { ""N"" : ""1872"" },          { ""N"" : ""1848"" },          { ""N"" : ""1896"" },          { ""N"" : ""1832"" },          { ""N"" : ""1816"" },          { ""N"" : ""1856"" },          { ""N"" : ""1896"" },          { ""N"" : ""1912"" },          { ""N"" : ""1856"" },          { ""N"" : ""1592"" },          { ""N"" : ""1848"" },          { ""N"" : ""1880"" },          { ""N"" : ""1872"" },          { ""N"" : ""1840"" },          { ""N"" : ""1880"" },          { ""N"" : ""1800"" },          { ""N"" : ""1904"" },          { ""N"" : ""1888"" },          { ""N"" : ""1872"" },          { ""N"" : ""1848"" },          { ""N"" : ""1848"" },          { ""N"" : ""1840"" },          { ""N"" : ""1896"" },          { ""N"" : ""1880"" },          { ""N"" : ""1880"" },          { ""N"" : ""1544"" },          { ""N"" : ""2128"" },          { ""N"" : ""1656"" },          { ""N"" : ""1896"" },          { ""N"" : ""1912"" },          { ""N"" : ""1400"" },          { ""N"" : ""1872"" },          { ""N"" : ""1912"" },          { ""N"" : ""1904"" },          { ""N"" : ""1920"" },          { ""N"" : ""1904"" },          { ""N"" : ""1912"" },          { ""N"" : ""1920"" },          { ""N"" : ""1920"" },          { ""N"" : ""1920"" },          { ""N"" : ""1912"" }        ]      }    }  }}",57
c,3,"{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""32"" },          { ""N"" : ""360"" },          { ""N"" : ""304"" },          { ""N"" : ""32"" },          { ""N"" : ""0"" },          { ""N"" : ""96"" },          { ""N"" : ""40"" },          { ""N"" : ""288"" },          { ""N"" : ""328"" },          { ""N"" : ""16"" },          { ""N"" : ""272"" },          { ""N"" : ""328"" },          { ""N"" : ""304"" },          { ""N"" : ""288"" },          { ""N"" : ""88"" },          { ""N"" : ""16"" },          { ""N"" : ""80"" },          { ""N"" : ""8"" },          { ""N"" : ""16"" },          { ""N"" : ""344"" },          { ""N"" : ""264"" },          { ""N"" : ""320"" },          { ""N"" : ""8"" },          { ""N"" : ""0"" },          { ""N"" : ""64"" },          { ""N"" : ""280"" },          { ""N"" : ""592"" },          { ""N"" : ""632"" },          { ""N"" : ""80"" },          { ""N"" : ""320"" },          { ""N"" : ""16"" },          { ""N"" : ""320"" },          { ""N"" : ""304"" },          { ""N"" : ""24"" },          { ""N"" : ""24"" },          { ""N"" : ""16"" },          { ""N"" : ""32"" },          { ""N"" : ""32"" },          { ""N"" : ""264"" },          { ""N"" : ""0"" },          { ""N"" : ""304"" },          { ""N"" : ""48"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""608"" },          { ""N"" : ""632"" },          { ""N"" : ""584"" },          { ""N"" : ""360"" },          { ""N"" : ""576"" },          { ""N"" : ""368"" },          { ""N"" : ""512"" },          { ""N"" : ""592"" },          { ""N"" : ""304"" },          { ""N"" : ""328"" },          { ""N"" : ""8"" },          { ""N"" : ""272"" },          { ""N"" : ""368"" },          { ""N"" : ""600"" },          { ""N"" : ""120"" },          { ""N"" : ""552"" },          { ""N"" : ""80"" },          { ""N"" : ""280"" },          { ""N"" : ""312"" },          { ""N"" : ""320"" },          { ""N"" : ""120"" },          { ""N"" : ""336"" },          { ""N"" : ""608"" },          { ""N"" : ""24"" },          { ""N"" : ""344"" },          { ""N"" : ""272"" },          { ""N"" : ""336"" },          { ""N"" : ""328"" },          { ""N"" : ""96"" },          { ""N"" : ""312"" },          { ""N"" : ""280"" },          { ""N"" : ""512"" },          { ""N"" : ""520"" },          { ""N"" : ""520"" },          { ""N"" : ""888"" },          { ""N"" : ""640"" },          { ""N"" : ""368"" },          { ""N"" : ""288"" },          { ""N"" : ""288"" },          { ""N"" : ""288"" },          { ""N"" : ""272"" },          { ""N"" : ""344"" }        ]      },      ""z"" : { ""L"" : [          { ""N"" : ""1904"" },          { ""N"" : ""1920"" },          { ""N"" : ""1872"" },          { ""N"" : ""1920"" },          { ""N"" : ""1840"" },          { ""N"" : ""1848"" },          { ""N"" : ""1912"" },          { ""N"" : ""1904"" },          { ""N"" : ""1888"" },          { ""N"" : ""1920"" },          { ""N"" : ""1856"" },          { ""N"" : ""1864"" },          { ""N"" : ""1880"" },          { ""N"" : ""1880"" },          { ""N"" : ""1872"" },          { ""N"" : ""1888"" },          { ""N"" : ""1864"" },          { ""N"" : ""1920"" },          { ""N"" : ""1544"" },          { ""N"" : ""2056"" },          { ""N"" : ""1840"" },          { ""N"" : ""1912"" },          { ""N"" : ""1824"" },          { ""N"" : ""2128"" },          { ""N"" : ""1800"" },          { ""N"" : ""1840"" },          { ""N"" : ""1912"" },          { ""N"" : ""1912"" },          { ""N"" : ""1848"" },          { ""N"" : ""1880"" },          { ""N"" : ""1912"" },          { ""N"" : ""1872"" },          { ""N"" : ""2056"" },          { ""N"" : ""1880"" },          { ""N"" : ""1856"" },          { ""N"" : ""1904"" },          { ""N"" : ""1912"" },          { ""N"" : ""1896"" },          { ""N"" : ""1912"" },          { ""N"" : ""1920"" },          { ""N"" : ""1880"" },          { ""N"" : ""1920"" }        ]      }    }  }}",42
i,9,"{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""24"" },          { ""N"" : ""24"" },          { ""N"" : ""24"" },          { ""N"" : ""32"" },          { ""N"" : ""24"" },          { ""N"" : ""80"" },          { ""N"" : ""88"" },          { ""N"" : ""104"" },          { ""N"" : ""88"" },          { ""N"" : ""96"" },          { ""N"" : ""120"" },          { ""N"" : ""120"" },          { ""N"" : ""96"" },          { ""N"" : ""112"" },          { ""N"" : ""72"" },          { ""N"" : ""88"" },          { ""N"" : ""56"" },          { ""N"" : ""80"" },          { ""N"" : ""80"" },          { ""N"" : ""48"" },          { ""N"" : ""272"" },          { ""N"" : ""80"" },          { ""N"" : ""272"" },          { ""N"" : ""264"" },          { ""N"" : ""304"" },          { ""N"" : ""24"" },          { ""N"" : ""32"" },          { ""N"" : ""264"" },          { ""N"" : ""32"" },          { ""N"" : ""128"" },          { ""N"" : ""0"" },          { ""N"" : ""96"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""32"" },          { ""N"" : ""8"" },          { ""N"" : ""40"" },          { ""N"" : ""80"" },          { ""N"" : ""280"" },          { ""N"" : ""40"" },          { ""N"" : ""40"" },          { ""N"" : ""312"" },          { ""N"" : ""344"" },          { ""N"" : ""0"" },          { ""N"" : ""320"" },          { ""N"" : ""104"" },          { ""N"" : ""384"" },          { ""N"" : ""320"" },          { ""N"" : ""336"" },          { ""N"" : ""360"" },          { ""N"" : ""368"" },          { ""N"" : ""368"" },          { ""N"" : ""368"" },          { ""N"" : ""280"" },          { ""N"" : ""16"" },          { ""N"" : ""16"" },          { ""N"" : ""24"" },          { ""N"" : ""24"" },          { ""N"" : ""32"" },          { ""N"" : ""24"" },          { ""N"" : ""16"" },          { ""N"" : ""16"" },          { ""N"" : ""24"" },          { ""N"" : ""272"" },          { ""N"" : ""16"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""264"" },          { ""N"" : ""264"" },          { ""N"" : ""264"" },          { ""N"" : ""272"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""16"" },          { ""N"" : ""32"" },          { ""N"" : ""264"" },          { ""N"" : ""272"" },          { ""N"" : ""264"" },          { ""N"" : ""304"" },          { ""N"" : ""296"" },          { ""N"" : ""0"" },          { ""N"" : ""264"" },          { ""N"" : ""24"" },          { ""N"" : ""40"" },          { ""N"" : ""336"" },          { ""N"" : ""296"" },          { ""N"" : ""8"" },          { ""N"" : ""288"" },          { ""N"" : ""304"" },          { ""N"" : ""336"" },          { ""N"" : ""48"" },          { ""N"" : ""280"" },          { ""N"" : ""304"" },          { ""N"" : ""40"" },          { ""N"" : ""272"" },          { ""N"" : ""264"" },          { ""N"" : ""280"" },          { ""N"" : ""32"" },          { ""N"" : ""48"" },          { ""N"" : ""296"" },          { ""N"" : ""336"" },          { ""N"" : ""16"" },          { ""N"" : ""56"" },          { ""N"" : ""8"" },          { ""N"" : ""32"" },          { ""N"" : ""48"" },          { ""N"" : ""304"" },          { ""N"" : ""8"" },          { ""N"" : ""16"" },          { ""N"" : ""0"" },          { ""N"" : ""336"" },          { ""N"" : ""288"" },          { ""N"" : ""296"" },          { ""N"" : ""368"" },          { ""N"" : ""24"" },          { ""N"" : ""336"" },          { ""N"" : ""328"" },          { ""N"" : ""296"" },          { ""N"" : ""296"" },          { ""N"" : ""312"" },          { ""N"" : ""288"" },          { ""N"" : ""264"" },          { ""N"" : ""280"" },          { ""N"" : ""272"" },          { ""N"" : ""264"" },          { ""N"" : ""8"" },          { ""N"" : ""264"" },          { ""N"" : ""296"" },          { ""N"" : ""272"" },          { ""N"" : ""272"" },          { ""N"" : ""280"" },          { ""N"" : ""304"" }        ]      },      ""z"" : { ""L"" : [          { ""N"" : ""1912"" },          { ""N"" : ""1920"" },          { ""N"" : ""1920"" },          { ""N"" : ""1912"" },          { ""N"" : ""1920"" },          { ""N"" : ""1904"" },          { ""N"" : ""1912"" },          { ""N"" : ""1912"" },          { ""N"" : ""1904"" },          { ""N"" : ""1888"" },          { ""N"" : ""1888"" },          { ""N"" : ""1872"" },          { ""N"" : ""1896"" },          { ""N"" : ""1896"" },          { ""N"" : ""1896"" },          { ""N"" : ""1920"" },          { ""N"" : ""1832"" },          { ""N"" : ""1888"" },          { ""N"" : ""1904"" },          { ""N"" : ""1888"" },          { ""N"" : ""1920"" },          { ""N"" : ""1832"" },          { ""N"" : ""1856"" },          { ""N"" : ""1832"" },          { ""N"" : ""1912"" },          { ""N"" : ""1912"" },          { ""N"" : ""1864"" },          { ""N"" : ""1880"" },          { ""N"" : ""1872"" },          { ""N"" : ""1840"" },          { ""N"" : ""1880"" },          { ""N"" : ""1880"" },          { ""N"" : ""1864"" },          { ""N"" : ""1896"" },          { ""N"" : ""1880"" },          { ""N"" : ""1824"" },          { ""N"" : ""1880"" },          { ""N"" : ""1888"" },          { ""N"" : ""1904"" },          { ""N"" : ""1856"" },          { ""N"" : ""1904"" },          { ""N"" : ""1864"" },          { ""N"" : ""1872"" },          { ""N"" : ""2048"" },          { ""N"" : ""1840"" },          { ""N"" : ""1856"" },          { ""N"" : ""1920"" },          { ""N"" : ""1872"" },          { ""N"" : ""1920"" },          { ""N"" : ""1848"" },          { ""N"" : ""1904"" },          { ""N"" : ""1888"" },          { ""N"" : ""1872"" },          { ""N"" : ""1912"" },          { ""N"" : ""1904"" },          { ""N"" : ""1912"" },          { ""N"" : ""1912"" },          { ""N"" : ""1904"" },          { ""N"" : ""1920"" },          { ""N"" : ""1920"" },          { ""N"" : ""1920"" },          { ""N"" : ""1920"" },          { ""N"" : ""1912"" },          { ""N"" : ""1888"" },          { ""N"" : ""1888"" }        ]      }    }  }}",65
a,2,"{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""24"" },          { ""N"" : ""8"" },          { ""N"" : ""24"" },          { ""N"" : ""328"" },          { ""N"" : ""632"" },          { ""N"" : ""336"" },          { ""N"" : ""256"" },          { ""N"" : ""256"" },          { ""N"" : ""360"" },          { ""N"" : ""256"" },          { ""N"" : ""608"" },          { ""N"" : ""320"" },          { ""N"" : ""32"" },          { ""N"" : ""624"" },          { ""N"" : ""856"" },          { ""N"" : ""840"" },          { ""N"" : ""360"" },          { ""N"" : ""528"" },          { ""N"" : ""576"" },          { ""N"" : ""568"" },          { ""N"" : ""528"" },          { ""N"" : ""576"" },          { ""N"" : ""376"" },          { ""N"" : ""520"" },          { ""N"" : ""312"" },          { ""N"" : ""40"" },          { ""N"" : ""840"" },          { ""N"" : ""1072"" },          { ""N"" : ""1104"" },          { ""N"" : ""816"" },          { ""N"" : ""640"" },          { ""N"" : ""536"" },          { ""N"" : ""336"" },          { ""N"" : ""632"" },          { ""N"" : ""272"" },          { ""N"" : ""72"" },          { ""N"" : ""48"" },          { ""N"" : ""72"" },          { ""N"" : ""360"" },          { ""N"" : ""352"" },          { ""N"" : ""72"" },          { ""N"" : ""320"" },          { ""N"" : ""552"" },          { ""N"" : ""352"" },          { ""N"" : ""1056"" },          { ""N"" : ""560"" },          { ""N"" : ""520"" },          { ""N"" : ""88"" },          { ""N"" : ""328"" },          { ""N"" : ""528"" },          { ""N"" : ""368"" },          { ""N"" : ""296"" },          { ""N"" : ""360"" },          { ""N"" : ""72"" },          { ""N"" : ""16"" },          { ""N"" : ""16"" },          { ""N"" : ""32"" },          { ""N"" : ""32"" },          { ""N"" : ""16"" },          { ""N"" : ""24"" },          { ""N"" : ""24"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""24"" },          { ""N"" : ""24"" },          { ""N"" : ""32"" },          { ""N"" : ""96"" },          { ""N"" : ""352"" },          { ""N"" : ""48"" },          { ""N"" : ""88"" },          { ""N"" : ""360"" },          { ""N"" : ""336"" },          { ""N"" : ""376"" },          { ""N"" : ""272"" },          { ""N"" : ""304"" },          { ""N"" : ""352"" },          { ""N"" : ""800"" },          { ""N"" : ""256"" },          { ""N"" : ""536"" },          { ""N"" : ""264"" },          { ""N"" : ""64"" },          { ""N"" : ""336"" },          { ""N"" : ""328"" },          { ""N"" : ""616"" },          { ""N"" : ""304"" },          { ""N"" : ""352"" },          { ""N"" : ""344"" },          { ""N"" : ""552"" },          { ""N"" : ""352"" },          { ""N"" : ""576"" },          { ""N"" : ""40"" },          { ""N"" : ""584"" },          { ""N"" : ""320"" },          { ""N"" : ""368"" },          { ""N"" : ""568"" },          { ""N"" : ""832"" },          { ""N"" : ""1088"" },          { ""N"" : ""32"" },          { ""N"" : ""840"" },          { ""N"" : ""296"" },          { ""N"" : ""560"" },          { ""N"" : ""520"" },          { ""N"" : ""1096"" },          { ""N"" : ""1104"" },          { ""N"" : ""112"" },          { ""N"" : ""616"" },          { ""N"" : ""1040"" },          { ""N"" : ""584"" },          { ""N"" : ""888"" },          { ""N"" : ""856"" },          { ""N"" : ""16"" },          { ""N"" : ""544"" },          { ""N"" : ""864"" },          { ""N"" : ""1304"" },          { ""N"" : ""1088"" },          { ""N"" : ""1624"" },          { ""N"" : ""32"" },          { ""N"" : ""16"" },          { ""N"" : ""16"" },          { ""N"" : ""16"" },          { ""N"" : ""16"" },          { ""N"" : ""16"" },          { ""N"" : ""8"" },          { ""N"" : ""24"" }        ]      },      ""z"" : { ""L"" : [          { ""N"" : ""1912"" },          { ""N"" : ""1912"" },          { ""N"" : ""1912"" },          { ""N"" : ""1872"" },          { ""N"" : ""1872"" },          { ""N"" : ""1880"" },          { ""N"" : ""1880"" },          { ""N"" : ""1864"" },          { ""N"" : ""1888"" },          { ""N"" : ""1864"" },          { ""N"" : ""1856"" },          { ""N"" : ""1912"" },          { ""N"" : ""1912"" },          { ""N"" : ""1896"" },          { ""N"" : ""1920"" },          { ""N"" : ""1896"" },          { ""N"" : ""1856"" },          { ""N"" : ""1872"" },          { ""N"" : ""1912"" },          { ""N"" : ""1912"" },          { ""N"" : ""1872"" },          { ""N"" : ""1864"" },          { ""N"" : ""1872"" },          { ""N"" : ""1920"" },          { ""N"" : ""1872"" },          { ""N"" : ""2112"" },          { ""N"" : ""1888"" },          { ""N"" : ""1320"" },          { ""N"" : ""1856"" },          { ""N"" : ""1880"" },          { ""N"" : ""1888"" },          { ""N"" : ""1816"" },          { ""N"" : ""1880"" },          { ""N"" : ""1912"" },          { ""N"" : ""2312"" },          { ""N"" : ""1880"" },          { ""N"" : ""1808"" },          { ""N"" : ""1824"" },          { ""N"" : ""1888"" },          { ""N"" : ""1912"" },          { ""N"" : ""1792"" },          { ""N"" : ""1904"" },          { ""N"" : ""1912"" },          { ""N"" : ""1824"" },          { ""N"" : ""2096"" },          { ""N"" : ""2304"" },          { ""N"" : ""1896"" },          { ""N"" : ""1808"" },          { ""N"" : ""1864"" },          { ""N"" : ""1576"" },          { ""N"" : ""1896"" },          { ""N"" : ""1864"" },          { ""N"" : ""1912"" },          { ""N"" : ""1896"" },          { ""N"" : ""1912"" },          { ""N"" : ""1912"" },          { ""N"" : ""1912"" },          { ""N"" : ""1920"" },          { ""N"" : ""1904"" },          { ""N"" : ""1912"" },          { ""N"" : ""1912"" }        ]      }    }  }}",61
b,3,"{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""312"" },          { ""N"" : ""272"" },          { ""N"" : ""344"" },          { ""N"" : ""368"" },          { ""N"" : ""112"" },          { ""N"" : ""288"" },          { ""N"" : ""112"" },          { ""N"" : ""56"" },          { ""N"" : ""56"" },          { ""N"" : ""576"" },          { ""N"" : ""304"" },          { ""N"" : ""320"" },          { ""N"" : ""568"" },          { ""N"" : ""1080"" },          { ""N"" : ""1320"" },          { ""N"" : ""1328"" },          { ""N"" : ""856"" },          { ""N"" : ""552"" },          { ""N"" : ""352"" },          { ""N"" : ""376"" },          { ""N"" : ""320"" },          { ""N"" : ""312"" },          { ""N"" : ""264"" },          { ""N"" : ""368"" },          { ""N"" : ""784"" },          { ""N"" : ""584"" },          { ""N"" : ""632"" },          { ""N"" : ""608"" },          { ""N"" : ""616"" },          { ""N"" : ""592"" },          { ""N"" : ""376"" },          { ""N"" : ""272"" },          { ""N"" : ""112"" },          { ""N"" : ""120"" },          { ""N"" : ""296"" },          { ""N"" : ""280"" },          { ""N"" : ""552"" },          { ""N"" : ""584"" },          { ""N"" : ""320"" },          { ""N"" : ""352"" },          { ""N"" : ""120"" },          { ""N"" : ""328"" },          { ""N"" : ""24"" },          { ""N"" : ""352"" },          { ""N"" : ""16"" },          { ""N"" : ""544"" },          { ""N"" : ""312"" },          { ""N"" : ""576"" },          { ""N"" : ""304"" },          { ""N"" : ""32"" },          { ""N"" : ""8"" },          { ""N"" : ""128"" },          { ""N"" : ""376"" },          { ""N"" : ""568"" },          { ""N"" : ""576"" },          { ""N"" : ""608"" },          { ""N"" : ""632"" },          { ""N"" : ""352"" },          { ""N"" : ""264"" },          { ""N"" : ""288"" },          { ""N"" : ""24"" },          { ""N"" : ""48"" },          { ""N"" : ""16"" },          { ""N"" : ""16"" },          { ""N"" : ""264"" },          { ""N"" : ""48"" },          { ""N"" : ""88"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""320"" },          { ""N"" : ""344"" },          { ""N"" : ""40"" },          { ""N"" : ""376"" },          { ""N"" : ""328"" },          { ""N"" : ""304"" },          { ""N"" : ""296"" },          { ""N"" : ""336"" },          { ""N"" : ""360"" },          { ""N"" : ""56"" },          { ""N"" : ""104"" },          { ""N"" : ""88"" },          { ""N"" : ""72"" },          { ""N"" : ""352"" },          { ""N"" : ""296"" },          { ""N"" : ""296"" },          { ""N"" : ""360"" },          { ""N"" : ""0"" },          { ""N"" : ""40"" },          { ""N"" : ""376"" },          { ""N"" : ""64"" },          { ""N"" : ""264"" },          { ""N"" : ""536"" },          { ""N"" : ""48"" },          { ""N"" : ""312"" },          { ""N"" : ""328"" },          { ""N"" : ""600"" },          { ""N"" : ""256"" },          { ""N"" : ""360"" },          { ""N"" : ""264"" },          { ""N"" : ""856"" },          { ""N"" : ""864"" },          { ""N"" : ""1296"" },          { ""N"" : ""1056"" },          { ""N"" : ""1136"" },          { ""N"" : ""1400"" },          { ""N"" : ""1096"" },          { ""N"" : ""1096"" },          { ""N"" : ""120"" },          { ""N"" : ""840"" },          { ""N"" : ""1360"" },          { ""N"" : ""1072"" },          { ""N"" : ""1352"" },          { ""N"" : ""1040"" },          { ""N"" : ""24"" },          { ""N"" : ""16"" },          { ""N"" : ""576"" },          { ""N"" : ""552"" },          { ""N"" : ""1136"" },          { ""N"" : ""808"" },          { ""N"" : ""1288"" },          { ""N"" : ""840"" },          { ""N"" : ""880"" },          { ""N"" : ""792"" },          { ""N"" : ""608"" },          { ""N"" : ""560"" },          { ""N"" : ""560"" },          { ""N"" : ""72"" },          { ""N"" : ""576"" },          { ""N"" : ""264"" },          { ""N"" : ""1856"" },          { ""N"" : ""1040"" },          { ""N"" : ""304"" },          { ""N"" : ""288"" },          { ""N"" : ""264"" },          { ""N"" : ""40"" },          { ""N"" : ""72"" }        ]      },      ""z"" : { ""L"" : [          { ""N"" : ""1904"" },          { ""N"" : ""1856"" },          { ""N"" : ""1872"" },          { ""N"" : ""1896"" },          { ""N"" : ""1848"" },          { ""N"" : ""1912"" },          { ""N"" : ""1896"" },          { ""N"" : ""1880"" },          { ""N"" : ""1824"" },          { ""N"" : ""1880"" },          { ""N"" : ""1808"" },          { ""N"" : ""1912"" },          { ""N"" : ""1896"" },          { ""N"" : ""1896"" },          { ""N"" : ""1888"" },          { ""N"" : ""1912"" },          { ""N"" : ""1864"" },          { ""N"" : ""2096"" },          { ""N"" : ""1872"" },          { ""N"" : ""1872"" },          { ""N"" : ""1872"" },          { ""N"" : ""1912"" },          { ""N"" : ""1904"" },          { ""N"" : ""1888"" },          { ""N"" : ""1880"" },          { ""N"" : ""1904"" },          { ""N"" : ""1792"" },          { ""N"" : ""1912"" },          { ""N"" : ""1800"" },          { ""N"" : ""1920"" },          { ""N"" : ""1848"" },          { ""N"" : ""1904"" },          { ""N"" : ""1904"" },          { ""N"" : ""1824"" },          { ""N"" : ""1848"" },          { ""N"" : ""1912"" },          { ""N"" : ""1904"" },          { ""N"" : ""1896"" },          { ""N"" : ""1904"" },          { ""N"" : ""1896"" },          { ""N"" : ""1872"" },          { ""N"" : ""2112"" },          { ""N"" : ""1824"" },          { ""N"" : ""1872"" },          { ""N"" : ""1856"" },          { ""N"" : ""1920"" },          { ""N"" : ""1864"" },          { ""N"" : ""1896"" },          { ""N"" : ""1912"" },          { ""N"" : ""1880"" },          { ""N"" : ""1896"" },          { ""N"" : ""1880"" },          { ""N"" : ""1872"" },          { ""N"" : ""1640"" },          { ""N"" : ""2592"" },          { ""N"" : ""1856"" },          { ""N"" : ""1824"" },          { ""N"" : ""1832"" },          { ""N"" : ""1824"" },          { ""N"" : ""1872"" },          { ""N"" : ""1864"" },          { ""N"" : ""1808"" },          { ""N"" : ""1920"" },          { ""N"" : ""1896"" },          { ""N"" : ""1904"" },          { ""N"" : ""1824"" },          { ""N"" : ""1904"" }        ]      }    }  }}",67
